"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","playername"
"62",100,100,148508,0,0,-3,3,2,3,"5.7","5.1",2,"Mahmoud Ahmed","5.1",465,FALSE,"","2019-08-31T16:30:09.941826Z",52,"148508.jpg","2.9","Ibrahim Hassan","1.8",FALSE,NA,"a",2,7,98,223461,0,306675,0,"1.0","18.8","Trézéguet",1936,6,2,6,29,0,0,0,2,1,0,7,270,"422.4","303.7","741.0","145.7",176,67,136,84,45,22,74,44,"Mahmoud Ahmed Ibrahim Hassan"
"63",NA,NA,230046,0,0,-2,2,0,3,"2.0","2.0",2,"Douglas Luiz","2.0",470,FALSE,"",NA,43,"230046.jpg","2.5","Soares de Paulo","3.7",FALSE,NA,"a",2,7,90,940364,0,761792,0,"0.5","20.9","Douglas Luiz",2604,3,2,8,51,0,0,0,8,0,0,5,411,"508.6","293.2","377.0","118.0",128,47,144,90,101,51,114,65,"Douglas Luiz Soares de Paulo"
"64",0,0,88175,0,0,-3,3,0,1,"0.0","0.0",0,"Lovre","0.0",474,FALSE,"Joined Toulouse on loan until the end of the season on 20/1. - Expected back 01 Aug","2020-01-20T17:00:23.372293Z",42,"88175.jpg","0.0","Kalinic","0.1",FALSE,NA,"n",2,7,0,2037,0,5879,0,"0.0","0.0","Kalinic",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",564,61,547,42,521,36,566,61,"Lovre Kalinic"
"65",100,100,184704,0,0,-1,1,0,3,"0.7","0.7",1,"Marvelous","0.7",491,FALSE,"","2020-01-18T19:30:18.468247Z",44,"184704.jpg","1.5","Nakamba","0.6",FALSE,NA,"a",2,7,43,128880,0,115172,0,"0.2","9.8","Nakamba",1826,0,0,1,37,0,0,0,5,0,0,0,273,"292.2","162.9","24.0","47.9",247,101,228,135,384,182,312,141,"Marvelous Nakamba"
"66",NA,NA,223349,0,0,0,0,0,3,"0.3","0.3",0,"Indiana","0.3",600,FALSE,"",NA,45,"223349.jpg","1.0","Vassilev","0.0",FALSE,NA,"a",2,7,4,1865,0,1188,0,"0.1","0.9","Vassilev",47,0,0,0,1,0,0,0,0,0,0,0,8,"1.2","1.6","7.0","0.9",500,213,462,207,427,199,496,211,"Indiana Vassilev"
"67",100,100,8432,0,0,-3,3,2,1,"3.3","3.1",2,"José","3.1",603,FALSE,"","2020-07-11T10:00:24.675525Z",42,"8432.jpg","3.4","Reina","1.1",FALSE,NA,"a",2,7,41,218605,0,138234,0,"0.7","9.8","Reina",1080,0,0,2,20,0,1,0,1,0,33,4,203,"289.4","10.0","0.0","30.0",248,22,428,8,505,25,358,22,"José Reina"
"68",NA,NA,217487,0,0,-9,9,0,4,"1.7","1.6",1,"Mbwana","1.6",613,FALSE,"",NA,51,"217487.jpg","2.1","Samatta","0.2",FALSE,NA,"a",2,7,29,129691,0,115142,0,"0.3","5.7","Samatta",940,1,0,4,18,0,0,0,1,0,0,2,74,"67.6","131.5","245.0","44.2",408,53,249,39,166,45,321,47,"Mbwana Samatta"
"69",0,0,83091,0,0,-2,2,0,4,"0.0","0.0",0,"Borja","0.0",623,FALSE,"Contract with club expired on 30/6","2020-06-29T23:30:25.972633Z",53,"83091.jpg","1.0","González Tomás","0.0",FALSE,NA,"u",2,7,2,1732,0,1458,0,"0.0","0.4","Bastón",16,0,0,0,2,0,0,0,0,0,0,0,5,"0.2","1.7","2.0","0.4",505,74,459,70,448,72,502,73,"Borja González Tomás"
"70",NA,NA,490098,0,0,0,0,0,3,"0.0","0.0",0,"Kaine","0.0",659,FALSE,"",NA,45,"490098.jpg","0.0","Hayden","0.0",FALSE,NA,"a",2,7,0,103,0,15,0,"0.0","0.0","Hayden",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",636,258,625,259,614,255,638,260,"Kaine Hayden"
"71",100,100,56917,0,0,0,0,2,2,"0.0","0.2",2,"Steve","0.7",58,FALSE,"","2020-07-04T16:30:17.479880Z",50,"56917.jpg","1.8","Cook","0.2",FALSE,NA,"a",3,91,52,44223,0,51015,0,"0.1","10.4","Steve Cook",2427,1,0,3,48,0,0,0,6,1,0,5,362,"557.2","51.5","159.0","77.2",96,37,347,119,230,57,207,57,"Steve Cook"
"72",100,50,126184,0,0,-2,2,1,2,"0.5","0.4",0,"Nathan","1.3",59,FALSE,"","2020-07-12T20:30:23.871651Z",48,"126184.jpg","2.7","Aké","6.0",FALSE,NA,"a",3,91,79,614610,0,1391080,0,"0.3","16.5","Aké",2503,2,2,4,46,0,0,0,2,0,0,6,499,"691.2","92.7","326.0","111.0",56,20,285,86,123,17,125,28,"Nathan Aké"
"73",0,0,41320,0,0,-3,3,0,2,"0.0","0.0",0,"Charlie","0.0",60,FALSE,"Knee injury - Unknown return date","2019-08-25T15:30:14.994228Z",42,"41320.jpg","1.5","Daniels","0.1",FALSE,NA,"i",3,91,3,3567,0,17590,0,"0.0","0.7","Daniels",126,0,0,0,2,0,0,0,0,0,0,0,18,"22.4","29.6","0.0","5.2",448,168,381,137,517,203,450,164,"Charlie Daniels"
"74",0,0,223911,0,0,-2,2,1,2,"0.0","0.0",0,"Chris","0.1",61,FALSE,"Knee injury - Expected back 30 Aug","2020-07-04T16:30:17.502095Z",43,"223911.jpg","2.2","Mepham","0.6",FALSE,NA,"i",3,91,27,95145,0,124466,0,"0.0","6.3","Mepham",911,1,0,1,19,0,0,0,1,0,0,2,165,"276.8","20.8","138.0","43.7",258,101,404,150,244,63,325,111,"Chris Mepham"
"75",75,25,15149,0,0,-2,2,0,2,"-0.1","-0.1",0,"Simon","0.0",62,FALSE,"Knee injury - 75% chance of playing","2020-06-27T02:00:26.872803Z",43,"15149.jpg","1.1","Francis","0.0",FALSE,NA,"d",3,91,16,5387,0,5208,0,"0.0","3.7","Francis",964,0,0,1,21,0,0,0,3,1,0,1,161,"263.8","64.4","72.0","40.2",270,108,322,105,319,108,331,116,"Simon Francis"
"76",100,75,54469,0,0,-2,2,1,2,"0.4","0.5",2,"Adam","1.1",63,FALSE,"","2020-07-09T21:30:22.479198Z",43,"54469.jpg","2.0","Smith","0.4",FALSE,NA,"a",3,91,49,66379,0,142204,0,"0.3","11.4","Adam Smith",2055,0,1,4,40,0,0,0,7,0,0,3,309,"309.6","183.0","97.0","58.8",235,91,214,51,286,86,273,86,"Adam Smith"
"77",100,100,235530,0,0,-1,1,0,2,"0.8","0.9",2,"Lloyd","1.4",64,FALSE,"","2020-01-31T01:00:23.162332Z",44,"235530.jpg","1.4","Kelly","0.1",FALSE,NA,"a",3,91,11,7536,0,10639,0,"0.3","2.5","Kelly",638,0,0,1,15,0,0,0,2,0,0,0,85,"73.4","28.4","20.0","12.2",404,155,385,140,392,143,416,154,"Lloyd Kelly"
"78",100,100,171129,0,0,2,-2,2,2,"2.2","2.8",7,"Diego","3.3",65,FALSE,"","2019-12-21T17:00:13.810253Z",42,"171129.jpg","3.1","Rico","7.3",FALSE,NA,"a",3,91,84,1435141,0,1315917,0,"0.8","20.0","Rico",2333,0,5,6,38,0,0,0,6,0,0,10,463,"596.6","558.9","96.0","125.5",81,30,41,5,288,88,101,18,"Diego Rico"
"79",100,100,222434,0,0,-1,1,0,2,"-0.5","-0.5",0,"Jack","0.0",66,FALSE,"","2020-07-04T20:30:24.841988Z",39,"222434.jpg","1.0","Simpson","7.8",FALSE,NA,"a",3,91,4,643247,0,634299,0,"0.0","1.0","Simpson",238,0,0,0,6,0,0,0,0,0,0,0,33,"33.6","12.7","18.0","6.4",437,165,418,157,397,146,443,163,"Jack Simpson"
"80",100,100,75115,0,0,-6,6,1,4,"1.7","2.1",5,"Callum","2.6",67,FALSE,"","2020-06-24T19:00:18.390083Z",74,"75115.jpg","3.3","Wilson","4.2",FALSE,NA,"a",3,91,116,915252,0,1794434,0,"0.4","15.7","Callum Wilson",2906,8,6,4,53,0,0,0,9,0,0,8,321,"397.4","391.1","848.0","162.6",187,25,102,13,36,20,57,21,"Callum Wilson"
"81",100,100,78007,0,0,-4,4,2,4,"2.3","3.6",12,"Joshua","4.1",68,FALSE,"","2020-07-12T18:00:21.125542Z",61,"78007.jpg","3.8","King","3.3",FALSE,NA,"a",3,91,99,666583,0,1709754,0,"0.7","16.2","King",2010,6,5,4,37,0,0,0,0,0,0,11,313,"435.8","412.7","506.0","135.1",167,22,98,12,73,35,86,25,"Joshua King"
"82",100,100,154566,0,0,-4,4,1,4,"2.8","3.2",6,"Dominic","3.7",69,FALSE,"","2019-11-24T12:00:21.142150Z",51,"154566.jpg","2.2","Solanke","0.4",FALSE,NA,"a",3,91,69,42272,0,57460,0,"0.7","13.5","Solanke",1637,3,2,1,39,0,0,0,1,0,0,3,177,"223.2","202.5","569.0","99.4",301,35,197,29,64,30,156,33,"Dominic Solanke"
"83",100,100,217331,0,0,-2,2,0,4,"0.0","-0.1",0,"Sam","0.4",71,FALSE,"","2019-08-07T20:00:14.104634Z",43,"217331.jpg","1.0","Surridge","0.6",FALSE,NA,"a",3,91,4,69178,0,95449,0,"0.1","0.9","Surridge",25,0,0,0,2,0,0,0,0,0,0,0,3,"3.4","10.6","24.0","3.4",488,69,424,65,383,64,462,67,"Sam Surridge"
"84",0,0,40349,0,0,-3,3,0,1,"0.0","0.0",0,"Asmir","0.0",72,FALSE,"Joined AC Milan on loan until the end of the season on 13/1. - Expected back 01 Aug","2020-01-13T20:30:12.943407Z",42,"40349.jpg","0.0","Begovic","0.7",FALSE,NA,"n",3,91,0,12767,0,158719,0,"0.0","0.0","Begovic",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",559,58,543,39,515,33,561,58,"Asmir Begovic"
"85",NA,NA,18726,0,0,-3,3,0,1,"-0.5","-0.5",0,"Artur","0.0",73,FALSE,"",NA,42,"18726.jpg","0.0","Boruc","0.2",FALSE,NA,"a",3,91,0,9525,0,22938,0,"0.0","0.0","Boruc",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",555,55,538,35,510,29,557,55,"Artur Boruc"
"86",NA,NA,229600,0,0,-3,3,0,1,"-0.5","-0.5",0,"Mark","0.0",74,FALSE,"",NA,42,"229600.jpg","1.0","Travers","0.1",FALSE,NA,"a",3,91,1,5864,0,15200,0,"0.0","0.2","Travers",90,0,0,0,3,0,0,0,0,0,2,0,9,"15.2","0.0","0.0","1.5",460,35,556,46,531,40,483,35,"Mark Travers"
"87",0,0,90105,0,0,-7,7,0,3,"0.0","0.0",0,"Ryan","0.0",75,FALSE,"Contract with club expired on 30/6","2020-06-25T16:00:21.406499Z",68,"90105.jpg","2.6","Fraser","2.4",FALSE,NA,"u",3,91,73,156067,0,1151657,0,"0.0","10.7","Fraser",2061,1,5,4,34,0,0,0,2,0,0,2,305,"355.6","627.1","440.0","141.9",206,85,30,24,84,42,78,46,"Ryan Fraser"
"88",100,100,111317,0,0,-4,4,0,3,"2.2","2.1",2,"David","2.6",76,FALSE,"","2020-07-09T22:00:23.448024Z",61,"111317.jpg","2.3","Brooks","0.1",FALSE,NA,"a",3,91,21,9101,0,24266,0,"0.4","3.4","Brooks",505,1,0,1,12,0,0,0,1,0,0,1,73,"82.2","100.8","71.0","25.4",395,165,279,154,321,157,374,163,"David Brooks"
"89",100,100,56872,0,0,-2,2,0,3,"3.7","3.9",6,"Junior","4.4",77,FALSE,"","2020-01-12T20:00:12.983134Z",58,"56872.jpg","2.8","Stanislas","0.1",FALSE,NA,"a",3,91,42,11762,0,5286,0,"0.8","7.2","Stanislas",706,3,1,1,17,0,0,0,1,0,0,2,155,"179.0","185.4","241.0","60.7",326,136,211,130,168,96,269,131,"Junior Stanislas"
"90",0,0,103912,0,0,-4,4,0,3,"0.0","0.0",0,"Jordon","0.0",78,FALSE,"Contract with club expired on 30/6","2020-06-25T16:00:21.420735Z",46,"103912.jpg","1.0","Ibe","0.1",FALSE,NA,"u",3,91,2,8702,0,25627,0,"0.0","0.4","Ibe",48,0,0,0,1,0,0,0,0,0,0,0,10,"6.8","5.4","0.0","1.2",474,198,438,199,617,256,488,207,"Jordon Ibe"
"91",100,100,155408,0,0,0,0,0,3,"0.3","0.2",0,"Lewis","0.7",79,FALSE,"","2020-02-29T17:30:25.441741Z",50,"155408.jpg","1.5","Cook","0.0",FALSE,NA,"a",3,91,40,7609,0,6629,0,"0.1","8.0","Lewis Cook",1340,0,1,2,30,0,0,0,5,0,0,0,183,"187.8","183.1","68.0","43.8",321,135,213,131,323,159,324,146,"Lewis Cook"
"92",100,100,15237,0,0,-3,3,0,3,"-0.5","-0.5",0,"Andrew","0.0",80,FALSE,"","2019-12-20T11:00:16.393267Z",47,"15237.jpg","1.2","Surman","0.0",FALSE,NA,"a",3,91,6,1767,0,4646,0,"0.0","1.3","Surman",234,0,0,0,6,0,0,0,1,0,0,0,28,"23.6","25.5","8.0","5.6",446,186,393,188,423,196,448,190,"Andrew Surman"
"93",100,100,40387,0,0,-2,2,0,3,"1.5","1.5",2,"Dan","2.0",81,FALSE,"","2019-07-30T10:30:13.907385Z",48,"40387.jpg","2.2","Gosling","0.1",FALSE,NA,"a",3,91,54,14793,0,13111,0,"0.4","11.2","Gosling",1254,3,1,2,23,0,0,0,3,0,0,1,186,"316.4","151.9","259.0","72.6",230,93,237,140,159,93,222,110,"Dan Gosling"
"94",100,100,152551,0,0,-2,2,0,3,"1.3","1.4",2,"Jefferson","1.9",82,FALSE,"","2020-02-22T17:30:19.416565Z",48,"152551.jpg","2.0","Lerma","0.1",FALSE,NA,"a",3,91,65,15689,0,23987,0,"0.4","13.5","Lerma",2702,1,2,4,49,0,0,0,11,1,0,2,376,"439.0","189.4","169.0","79.4",162,60,205,126,223,118,202,105,"Jefferson Lerma"
"95",100,100,154131,0,0,-2,2,0,2,"0.5","0.4",0,"Jack","0.9",446,FALSE,"","2019-12-28T15:00:27.078393Z",43,"154131.jpg","2.1","Stacey","0.1",FALSE,NA,"a",3,91,39,9636,0,15077,0,"0.2","9.1","Stacey",1547,0,2,1,27,0,0,0,2,0,0,4,241,"308.8","147.2","86.0","54.3",236,92,242,66,297,94,286,93,"Jack Stacey"
"96",100,100,168991,0,0,-1,1,1,3,"0.5","0.5",1,"Philip","1.0",476,FALSE,"","2020-06-24T19:30:22.461425Z",49,"168991.jpg","2.0","Billing","0.2",FALSE,NA,"a",3,91,68,28012,0,30373,0,"0.2","13.9","Billing",2526,1,1,5,41,0,0,0,8,0,0,5,347,"545.4","239.8","342.0","112.9",107,36,173,107,117,61,123,69,"Philip Billing"
"97",100,100,220307,0,0,-2,2,0,3,"0.2","0.1",0,"Arnaut","0.6",492,FALSE,"","2019-12-15T13:00:23.507388Z",58,"220307.jpg","1.7","Danjuma Groeneveld","0.0",FALSE,NA,"a",3,91,24,1386,0,5211,0,"0.1","4.1","Danjuma",625,0,1,2,12,0,0,0,0,0,0,0,60,"60.6","82.6","139.0","27.9",413,172,293,157,243,127,365,159,"Arnaut Danjuma Groeneveld"
"98",100,100,225321,0,0,-1,1,4,1,"3.5","3.4",3,"Aaron","3.9",494,FALSE,"","2020-01-12T14:00:23.328650Z",44,"225321.jpg","3.4","Ramsdale","3.2",FALSE,NA,"a",3,91,126,762720,0,570673,0,"0.9","28.6","Ramsdale",3330,0,1,5,62,0,1,0,0,0,128,13,680,"973.8","24.0","0.0","99.7",11,4,397,3,568,54,154,4,"Aaron Ramsdale"
"99",100,100,153682,0,0,-3,3,2,3,"0.2","0.2",1,"Harry","0.7",505,FALSE,"","2020-03-01T19:00:16.835481Z",57,"153682.jpg","2.9","Wilson","1.5",FALSE,NA,"a",3,91,91,653284,0,655624,0,"0.1","16.0","Harry Wilson",1637,7,1,2,32,0,0,0,2,0,0,7,295,"377.4","242.1","667.0","128.5",197,79,170,106,49,25,100,58,"Harry Wilson"
"100",NA,NA,461017,0,0,0,0,0,3,"-0.5","-0.5",0,"Christian","0.0",564,FALSE,"",NA,45,"461017.jpg","0.0","Saydee","0.0",FALSE,NA,"a",3,91,0,1204,0,954,0,"0.0","0.0","Saydee",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",632,256,621,257,610,253,634,258,"Christian Saydee"
"101",NA,NA,444183,0,0,0,0,0,3,"-0.5","-0.5",0,"Gavin","0.0",565,FALSE,"",NA,45,"444183.jpg","0.0","Kilkenny","0.0",FALSE,NA,"a",3,91,0,750,0,605,0,"0.0","0.0","Kilkenny",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",628,252,617,253,605,248,630,254,"Gavin Kilkenny"
"102",0,0,207300,0,0,-1,1,0,3,"0.0","0.0",0,"Mihai-Alexandru","0.0",574,FALSE,"Joined Wigan Athletic on loan until the end of the season on 31/1. - Expected back 01 Aug","2020-02-01T00:00:22.909965Z",44,"207300.jpg","0.0","Dobre","0.0",FALSE,NA,"n",3,91,0,591,0,528,0,"0.0","0.0","Dobre",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",594,230,584,231,567,225,597,233,"Mihai-Alexandru Dobre"
"103",100,100,61933,0,0,-2,2,0,2,"0.0","-0.1",0,"Shane","0.4",37,FALSE,"","2020-01-30T15:00:21.405457Z",48,"61933.jpg","2.3","Duffy","0.8",FALSE,NA,"a",4,36,44,55574,0,182437,0,"0.1","9.2","Duffy",1232,1,0,3,18,0,0,0,2,0,0,1,227,"288.0","29.8","100.0","41.8",251,97,380,136,283,84,329,114,"Shane Duffy"
"104",100,100,86153,0,0,-2,2,1,2,"-0.3","-0.4",0,"Martín","0.1",38,FALSE,"","2019-09-14T16:30:10.724610Z",43,"86153.jpg","2.3","Montoya","0.5",FALSE,NA,"a",4,36,62,104271,0,120056,0,"0.0","14.4","Montoya",1892,0,1,6,32,0,0,0,5,0,0,3,313,"337.4","338.0","177.0","85.5",220,85,123,27,217,50,187,49,"Martín Montoya"
"105",100,100,209362,0,0,-2,2,0,2,"-0.2","-0.1",1,"Bernardo","0.4",39,FALSE,"","2019-09-14T16:30:10.738160Z",43,"209362.jpg","1.5","Fernandes da Silva Junior","0.1",FALSE,NA,"a",4,36,21,8311,0,13987,0,"0.1","4.9","Bernardo",675,0,0,1,17,0,0,0,1,0,0,3,121,"154.0","72.6","92.0","31.9",344,134,309,99,293,92,353,127,"Bernardo Fernandes da Silva Junior"
"106",0,0,52484,0,0,-2,2,0,2,"0.0","0.0",0,"Leon","0.0",40,FALSE,"Joined Wigan Athletic on a permanent deal on 25/6","2020-02-01T00:00:21.930237Z",43,"52484.jpg","0.0","Balogun","0.0",FALSE,NA,"u",4,36,0,1364,0,5318,0,"0.0","0.0","Balogun",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",574,215,559,215,536,209,576,215,"Leon Balogun"
"107",0,0,42748,0,0,-3,3,0,2,"0.0","0.0",0,"Gaëtan","0.0",41,FALSE,"Joined Nottingham Forest on a permanent deal on 30/1","2020-01-31T01:30:13.684095Z",42,"42748.jpg","0.8","Bong","0.1",FALSE,NA,"u",4,36,3,2474,0,8768,0,"0.0","0.7","Bong",57,0,0,0,3,0,0,0,0,0,0,0,15,"16.0","27.9","6.0","5.0",458,173,388,143,428,157,451,165,"Gaëtan Bong"
"108",100,100,83299,0,0,3,-3,3,2,"2.8","2.6",2,"Lewis","3.1",42,FALSE,"","2019-12-26T12:30:21.551588Z",48,"83299.jpg","3.6","Dunk","12.5",FALSE,NA,"a",4,36,128,1699421,0,1364752,0,"0.6","26.7","Dunk",3230,3,3,9,50,0,0,0,9,0,0,17,674,"825.6","171.8","469.0","146.8",29,6,221,56,79,3,71,9,"Lewis Dunk"
"109",0,0,178173,0,0,-2,2,0,2,"0.0","0.0",0,"Matthew","0.0",43,FALSE,"Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Aug","2019-08-02T11:00:13.040927Z",43,"178173.jpg","0.0","Clarke","0.0",FALSE,NA,"n",4,36,0,498,0,1392,0,"0.0","0.0","Clarke",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",578,216,565,216,543,210,580,216,"Matthew Clarke"
"110",100,100,20529,0,0,-6,6,0,4,"0.3","0.4",1,"Glenn","0.9",44,FALSE,"","2020-01-05T01:00:11.784092Z",54,"20529.jpg","1.6","Murray","0.7",FALSE,NA,"a",4,36,36,57591,0,231639,0,"0.2","6.7","Murray",785,1,1,2,10,0,0,0,0,0,0,0,74,"74.0","57.1","249.0","37.7",403,52,333,51,162,44,336,49,"Glenn Murray"
"111",0,0,106757,0,0,-3,3,0,4,"0.0","0.0",0,"Jürgen","0.0",45,FALSE,"Joined FC Cincinnatti on loan until the end of the season on 12/2. - Expected back 01 Aug","2020-02-13T00:30:19.910430Z",52,"106757.jpg","1.5","Locadia","0.1",FALSE,NA,"n",4,36,3,6923,0,23996,0,"0.0","0.6","Locadia",85,0,0,1,1,0,0,0,0,0,0,0,5,"3.2","1.3","30.0","3.3",491,72,464,72,373,61,464,68,"Jürgen Locadia"
"112",0,0,93284,0,0,-3,3,0,4,"0.0","0.0",0,"Florin","0.0",46,FALSE,"Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Aug","2019-08-24T16:30:09.164349Z",47,"93284.jpg","1.7","Andone","0.3",FALSE,NA,"n",4,36,5,160457,0,197685,0,"0.0","1.1","Andone",71,1,0,0,2,0,0,0,0,1,0,1,20,"45.0","11.3","21.0","7.6",429,57,422,64,389,67,435,59,"Florin Andone"
"113",NA,NA,131897,0,0,2,-2,0,1,"3.2","2.9",2,"Mathew","3.4",47,FALSE,"",NA,47,"131897.jpg","3.6","Ryan","11.5",FALSE,NA,"a",4,36,135,1231541,0,1282927,0,"0.7","28.7","Ryan",3420,0,0,9,54,0,0,0,0,0,117,14,754,"1000.0","0.0","0.0","100.1",10,3,632,64,625,61,150,3,"Mathew Ryan"
"114",NA,NA,50093,0,0,-1,1,2,1,"-0.5","-0.5",0,"David","0.0",48,FALSE,"",NA,39,"50093.jpg","0.0","Button","18.2",FALSE,NA,"a",4,36,0,815602,0,1153130,0,"0.0","0.0","Button",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",509,38,489,16,456,8,511,38,"David Button"
"115",NA,NA,60307,0,0,-3,3,0,3,"0.3","0.2",0,"Pascal","0.7",49,FALSE,"",NA,62,"60307.jpg","2.6","Groß","0.4",FALSE,NA,"a",4,36,76,115179,0,142704,0,"0.1","12.3","Groß",1791,2,5,3,32,1,0,0,4,0,0,7,326,"388.2","908.5","323.0","161.6",192,76,12,9,126,67,58,33,"Pascal Groß"
"116",100,75,165210,0,0,-2,2,0,3,"-0.2","-0.2",1,"Alireza","0.3",50,FALSE,"","2020-07-18T13:30:18.589471Z",58,"165210.jpg","2.8","Jahanbakhsh","0.1",FALSE,NA,"a",4,36,28,12848,0,15906,0,"0.1","4.8","Jahanbakhsh",305,2,1,1,4,0,0,0,0,0,0,2,90,"90.6","62.5","106.0","25.9",388,163,327,169,272,138,371,161,"Alireza Jahanbakhsh"
"117",0,0,167473,0,0,-1,1,0,3,"0.0","0.0",0,"José Heriberto","0.0",51,FALSE,"Knee injury - Unknown return date","2019-06-25T11:30:06.929510Z",54,"167473.jpg","0.0","Izquierdo Mena","0.0",FALSE,NA,"i",4,36,0,338,0,421,0,"0.0","0.0","Izquierdo",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",659,274,660,275,658,275,660,275,"José Heriberto Izquierdo Mena"
"118",0,0,83543,0,0,-2,2,0,3,"0.0","0.0",0,"Anthony","0.0",52,FALSE,"Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Aug","2019-07-21T20:00:14.555249Z",53,"83543.jpg","0.0","Knockaert","0.0",FALSE,NA,"n",4,36,0,408,0,1057,0,"0.0","0.0","Knockaert",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",658,273,658,274,656,274,659,274,"Anthony Knockaert"
"119",100,100,227127,0,0,0,0,0,3,"1.2","1.9",7,"Yves","2.4",53,FALSE,"","2019-06-25T11:30:06.944296Z",50,"227127.jpg","1.8","Bissouma","0.0",FALSE,NA,"a",4,36,39,2389,0,2011,0,"0.5","7.8","Bissouma",1253,1,0,4,18,0,0,0,4,0,0,0,207,"238.8","110.6","101.0","45.1",285,116,264,147,280,143,318,143,"Yves Bissouma"
"120",100,100,66242,0,0,-2,2,0,3,"1.2","1.1",1,"Davy","1.6",54,FALSE,"","2020-07-02T13:30:15.122515Z",48,"66242.jpg","2.2","Pröpper","0.3",FALSE,NA,"a",4,36,78,93813,0,99021,0,"0.3","16.2","Pröpper",2826,1,2,6,46,1,0,0,4,0,0,2,441,"522.2","434.1","271.0","122.5",123,44,81,57,150,84,106,61,"Davy Pröpper"
"121",100,100,109345,0,0,-4,4,0,3,"0.2","0.4",2,"Solomon","0.9",55,FALSE,"","2019-11-28T14:00:24.105131Z",46,"109345.jpg","2.0","March","0.2",FALSE,NA,"a",4,36,38,38554,0,61586,0,"0.2","8.3","March",1139,0,1,4,15,0,0,0,2,0,0,3,129,"189.4","239.6","274.0","70.4",320,134,174,108,147,82,231,114,"Solomon March"
"122",100,100,38490,0,0,-3,3,3,3,"-0.5","-0.5",0,"Beram","0.0",56,FALSE,"","2019-08-08T22:00:09.076501Z",42,"38490.jpg","0.0","Kayal","0.1",FALSE,NA,"a",4,36,0,36774,0,35201,0,"0.0","0.0","Kayal",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",557,218,541,219,513,208,559,221,"Beram Kayal"
"123",100,100,40845,0,0,-1,1,0,3,"1.2","1.2",2,"Dale","1.7",57,FALSE,"","2020-02-08T17:30:21.605491Z",44,"40845.jpg","1.9","Stephens","1.5",FALSE,NA,"a",4,36,63,196732,0,297042,0,"0.4","14.3","Stephens",2525,0,1,6,42,0,0,0,8,0,0,1,406,"438.6","292.8","90.0","82.2",163,61,145,91,295,147,199,102,"Dale Stephens"
"124",100,100,116216,0,0,-2,2,3,3,"3.8","3.2",0,"Leandro","3.7",421,FALSE,"","2019-11-16T11:00:16.932007Z",58,"116216.jpg","3.4","Trossard","0.5",FALSE,NA,"a",4,36,104,150143,0,165710,0,"0.6","17.9","Trossard",2004,5,5,4,34,0,0,0,0,0,0,9,352,"411.4","585.4","540.0","153.2",182,72,38,31,67,35,64,36,"Leandro Trossard"
"125",100,100,78916,0,0,0,0,0,2,"2.8","2.6",2,"Dan","3.1",475,FALSE,"","2020-01-01T14:30:13.406599Z",45,"78916.jpg","2.5","Burn","0.3",FALSE,NA,"a",4,36,86,50645,0,40985,0,"0.7","19.1","Burn",2879,0,0,9,42,0,0,0,5,0,0,3,480,"602.8","311.9","128.0","104.2",76,29,135,33,253,68,141,35,"Dan Burn"
